"","date","plate"
"54839","2012-03-16","78GS51"
"54840","2012-03-16","81FA33"
"54841","2012-03-16","82GS96"
"54842","2012-03-16","84EN55"
"54843","2012-03-16","90GB90"
"54844","2012-03-16","90GT77"
"54845","2012-03-16","96FJ01"
"54846","2012-03-16","OLHOG"
"54847","2012-03-16","RSPORT"
"54848","2012-03-16","RV1288"
"54849","2012-03-16","BCRCCR"
"54850","2012-03-16","THEJET"
"54851","2012-03-16","W1NNI"
"54852","2012-03-16","CU1990"
"54853","2012-03-16","XFEDEX"
"54854","2012-03-16","JIW361"
"54855","2012-03-16","DRJ7"
"54856","2012-03-16","LAYLA"
"54857","2012-03-16","335M"
"54858","2012-03-16","4XSBNY"
"54859","2012-03-16","4ZCAPE"
"54860","2012-03-16","LOVEME"
"54861","2012-03-16","LVFREE"
"54862","2012-03-16","MDUKES"
"54863","2012-03-16","NAMUSN"
"54864","2012-03-16","PUNIA"
"54865","2012-03-16","ROCK56"
"54866","2012-03-16","SBX4"
"54867","2012-03-16","ESCARPMT"
"54868","2012-03-16","SJR"
"54869","2012-03-16","ADCKGC"
"54870","2012-03-16","EWART1"
"54871","2012-03-16","EX9700"
"54872","2012-03-16","AEKTZOY"
"54873","2012-03-16","SOGRIM"
"54874","2012-03-16","AMRITA"
"54875","2012-03-16","ANGELITA"
"54876","2012-03-16","ANIMALZ"
"54877","2012-03-16","STAYAWY"
"54878","2012-03-16","AUGVIN"
"54879","2012-03-16","AUTOTAP1"
"54880","2012-03-16","BAABASH"
"54881","2012-03-16","FSHO"
"54882","2012-03-16","FWK8921"
"54883","2012-03-16","BARCELOS"
"54884","2012-03-16","TALORIC"
"54885","2012-03-16","TEPLITZ"
"54886","2012-03-16","GIANTS58"
"54887","2012-03-16","BENZ126"
"54888","2012-03-16","BENZ127"
"54889","2012-03-16","GIDYUP16"
"54890","2012-03-16","BETO"
"54891","2012-03-16","BETTIW"
"54892","2012-03-16","GLC9943"
"54893","2012-03-16","THREE22S"
"54894","2012-03-16","THXAPPLE"
"54895","2012-03-16","GOMEZ81"
"54896","2012-03-16","BKZOWN"
"54897","2012-03-16","TOBIG4U"
"54898","2012-03-16","GOTTW1NS"
"54899","2012-03-16","TRBLMKER"
"54900","2012-03-16","TUESDY"
"54901","2012-03-16","TWL"
"54902","2012-03-16","TWSTEDPR"
"54903","2012-03-16","BRUCECPA"
"54904","2012-03-16","TZCAR2"
"54905","2012-03-16","HARMONIA"
"54906","2012-03-16","HARTSOL"
"54907","2012-03-16","BULLIT2"
"54908","2012-03-16","BUT3RCUP"
"54909","2012-03-16","UNUSUAL1"
"54910","2012-03-16","HOLDMQN"
"54911","2012-03-16","HOTRODJP"
"54912","2012-03-16","HRMONIA2"
"54913","2012-03-16","HRMONIA3"
"54914","2012-03-16","HRMONIA4"
"54915","2012-03-16","HRMONIA5"
"54916","2012-03-16","V8MSTANG"
"54917","2012-03-16","WALLDORF"
"54918","2012-03-16","CKEGIRL"
"54919","2012-03-16","WHIT58"
"54920","2012-03-16","COSTRICA"
"54921","2012-03-16","COURTS6"
"54922","2012-03-16","IXOYE1"
"54923","2012-03-16","CWBPRBR"
"54924","2012-03-16","CYS57"
"54925","2012-03-16","JETERHOF"
"54926","2012-03-16","ZANESTOY"
"54927","2012-03-16","JOYFUL7"
"54928","2012-03-16","JUICY315"
"54929","2012-03-16","JUSTBRI"
"54930","2012-03-16","DURAN2X"
"54931","2012-03-16","D4RKSID3"
"54932","2012-03-16","KHADIJAH"
"54933","2012-03-16","KING8887"
"54934","2012-03-16","KPUP"
"54935","2012-03-16","LGS5554"
"54936","2012-03-16","364CH46D"
"54937","2012-03-16","LINZBUG"
"54938","2012-03-16","LOCAL25"
"54939","2012-03-16","4171A"
"54940","2012-03-16","LSK27"
"54941","2012-03-16","LST14ME"
"54942","2012-03-16","MAGANA3"
"54943","2012-03-16","666EDDIE"
"54944","2012-03-16","7B86SVO"
"54945","2012-03-16","7CHRIST"
"54946","2012-03-16","MARINRS"
"54947","2012-03-16","81KELES"
"54948","2012-03-16","87FORD"
"54949","2012-03-16","88SSMC"
"54950","2012-03-16","9GEB"
"54951","2012-03-16","MRBANKS"
"54952","2012-03-16","MRMOTION"
"54953","2012-03-16","MRSISA"
"54954","2012-03-16","MRSKEH"
"54955","2012-03-16","MULL6"
"54956","2012-03-16","NANAONE"
"54957","2012-03-16","NAT3696"
"54958","2012-03-16","NICKYNIC"
"54959","2012-03-16","NOGAM35"
"54960","2012-03-16","NOVA62"
"54961","2012-03-16","NOWUDONT"
"54962","2012-03-16","NSTNKRMA"
"54963","2012-03-16","OHGOSH"
"54964","2012-03-16","ONO1"
"54965","2012-03-16","ONURMIND"
"54966","2012-03-16","PANDANA"
"54967","2012-03-16","PATTYKEN"
"54968","2012-03-16","PATWLMS"
"54969","2012-03-16","PA2NY"
"54970","2012-03-16","PREDEL2"
"54971","2012-03-16","Q8888888"
"54972","2012-03-16","ROMER10"
"54973","2012-03-16","RPMTEKNK"
"54974","2012-03-16","RUNPROUD"
"54975","2012-03-16","SAA2"
"54976","2012-03-16","SAVESS"
"54977","2012-03-17","ACBX"
"54978","2012-03-17","FASTV2"
"54979","2012-03-17","FB34"
"54980","2012-03-17","BADBIK"
"54981","2012-03-17","GDREP9"
"54982","2012-03-17","BISKUT"
"54983","2012-03-17","GREEK1"
"54984","2012-03-17","GSXB12"
"54985","2012-03-17","TSTRM"
"54986","2012-03-17","UNVEIL"
"54987","2012-03-17","URNXT"
"54988","2012-03-17","USURP"
"54989","2012-03-17","CHIYA"
"54990","2012-03-17","WCKD1"
"54991","2012-03-17","CUTSAW"
"54992","2012-03-17","DATBYK"
"54993","2012-03-17","JDBIII"
"54994","2012-03-17","DIST"
"54995","2012-03-17","JOEJUL"
"54996","2012-03-17","DOCI"
"54997","2012-03-17","11FT15"
"54998","2012-03-17","12EN30"
"54999","2012-03-17","12GE38"
"55000","2012-03-17","D1CK"
"55001","2012-03-17","KC2"
"55002","2012-03-17","14GS92"
"55003","2012-03-17","ENG47"
"55004","2012-03-17","24AB00"
"55005","2012-03-17","LBOYS"
"55006","2012-03-17","LEHOG"
"55007","2012-03-17","30BB15"
"55008","2012-03-17","33EF04"
"55009","2012-03-17","36GX85"
"55010","2012-03-17","38EY25"
"55011","2012-03-17","LOMC"
"55012","2012-03-17","LQQK"
"55013","2012-03-17","50FH51"
"55014","2012-03-17","50FH52"
"55015","2012-03-17","51FP96"
"55016","2012-03-17","64GC13"
"55017","2012-03-17","65EY00"
"55018","2012-03-17","68GR77"
"55019","2012-03-17","68GU09"
"55020","2012-03-17","MARK3C"
"55021","2012-03-17","70GW02"
"55022","2012-03-17","72NTN"
"55023","2012-03-17","75EV01"
"55024","2012-03-17","77AA84"
"55025","2012-03-17","78GK71"
"55026","2012-03-17","78GR57"
"55027","2012-03-17","83GL43"
"55028","2012-03-17","84FZ91"
"55029","2012-03-17","89GA47"
"55030","2012-03-17","911EOD"
"55031","2012-03-17","97GL97"
"55032","2012-03-17","MITIME"
"55033","2012-03-17","OFFY2"
"55034","2012-03-17","OLNBR7"
"55035","2012-03-17","OVRMYX"
"55036","2012-03-17","PUDGY"
"55037","2012-03-17","REMMAH"
"55038","2012-03-17","REV"
"55039","2012-03-17","AED21"
"55040","2012-03-17","BPFILM"
"55041","2012-03-17","HL411"
"55042","2012-03-17","HOGNY"
"55043","2012-03-17","V88888"
"55044","2012-03-17","CR722"
"55045","2012-03-17","XGRUNT"
"55046","2012-03-17","ZSURFR"
"55047","2012-03-17","0808SA"
"55048","2012-03-17","JOS1AH"
"55049","2012-03-17","JO5IAH"
"55050","2012-03-17","142BNZ"
"55051","2012-03-17","EICH28"
"55052","2012-03-17","MARCO2"
"55053","2012-03-17","MILICA"
"55054","2012-03-17","MYMAGS"
"55055","2012-03-17","PGK154"
"55056","2012-03-17","RGC06"
"55057","2012-03-17","SFUS"
"55058","2012-03-17","SGTWW2"
"55059","2012-03-17","SHREKZ"
"55060","2012-03-17","EQUINESQ"
"55061","2012-03-17","SHWETHAS"
"55062","2012-03-17","SIGNAL20"
"55063","2012-03-17","ABOUTIME"
"55064","2012-03-17","ESAOKE"
"55065","2012-03-17","SILVRSFR"
"55066","2012-03-17","SIMSZ"
"55067","2012-03-17","SIRMANS"
"55068","2012-03-17","SKULLX4"
"55069","2012-03-17","ADULTTOY"
"55070","2012-03-17","ALLIE22"
"55071","2012-03-17","ALWAYS58"
"55072","2012-03-17","SPATRI"
"55073","2012-03-17","SPOOOL1N"
"55074","2012-03-17","ANEWLEAF"
"55075","2012-03-17","ANGELSS2"
"55076","2012-03-17","FCS946"
"55077","2012-03-17","SRFCLMB"
"55078","2012-03-17","AQUIFERS"
"55079","2012-03-17","ARABIAN2"
"55080","2012-03-17","FINEFLEA"
"55081","2012-03-17","STEGUIS"
"55082","2012-03-17","ARMENIAA"
"55083","2012-03-17","ARSNAL"
"55084","2012-03-17","FLATHEAD"
"55085","2012-03-17","SUITSRUS"
"55086","2012-03-17","SUNNYI"
"55087","2012-03-17","A69ISGRT"
"55088","2012-03-17","SXIETIME"
"55089","2012-03-17","BATPOOH"
"55090","2012-03-17","BAYMEN"
"55091","2012-03-17","TAUREN80"
"55092","2012-03-17","GEVALD"
"55093","2012-03-17","THRYAYA"
"55094","2012-03-17","BIONICX"
"55095","2012-03-17","GONIFIX"
"55096","2012-03-17","GOSTORM"
"55097","2012-03-17","GOTB1RDS"
"55098","2012-03-17","TOOCLEEN"
"55099","2012-03-17","GRAYWIND"
"55100","2012-03-17","TOTMD"
"55101","2012-03-17","BMOTION"
"55102","2012-03-17","BMPYRIDE"
"55103","2012-03-17","BODNSEEK"
"55104","2012-03-17","BOMARIE"
"55105","2012-03-17","GT88"
"55106","2012-03-17","TSQUIREL"
"55107","2012-03-17","GWEETMAN"
"55108","2012-03-17","CAMARO45"
"55109","2012-03-17","CAPPY81"
"55110","2012-03-17","HOFBURG"
"55111","2012-03-17","CAROLLA"
"55112","2012-03-17","VG103"
"55113","2012-03-17","CBNY1"
"55114","2012-03-17","VICS72SS"
"55115","2012-03-17","HOW2SELL"
"55116","2012-03-17","VIKING1"
"55117","2012-03-17","CHILLIN"
"55118","2012-03-17","V1TALOGY"
"55119","2012-03-17","CHIVER"
"55120","2012-03-17","IHUNTV8"
"55121","2012-03-17","IIXXX"
"55122","2012-03-17","COLBYSIT"
"55123","2012-03-17","COMM420"
"55124","2012-03-17","INARGE"
"55125","2012-03-17","INGROUP2"
"55126","2012-03-17","WSTHERNY"
"55127","2012-03-17","WSTNZRYD"
"55128","2012-03-17","CSPELL"
"55129","2012-03-17","IWTNY"
"55130","2012-03-17","DABULL"
"55131","2012-03-17","JDCAMINO"
"55132","2012-03-17","JD1962"
"55133","2012-03-17","JERRYS06"
"55134","2012-03-17","JERZIE"
"55135","2012-03-17","YOUTUBE7"
"55136","2012-03-17","DIRTY7"
"55137","2012-03-17","001PLR"
"55138","2012-03-17","01GUCCI"
"55139","2012-03-17","DISTINCT"
"55140","2012-03-17","1FR3SHG"
"55141","2012-03-17","JTEAPHD"
"55142","2012-03-17","JTSS"
"55143","2012-03-17","DPRUZ"
"55144","2012-03-17","DPRUZ01"
"55145","2012-03-17","JUSTRUS"
"55146","2012-03-17","DRUPAL"
"55147","2012-03-17","KCLL"
"55148","2012-03-17","170MPH"
"55149","2012-03-17","EFAUBADU"
"55150","2012-03-17","EFY142"
"55151","2012-03-17","KISMERA"
"55152","2012-03-17","1972CADI"
"55153","2012-03-17","EKSONI"
"55154","2012-03-17","2FARGONE"
"55155","2012-03-17","KRTNKRS"
"55156","2012-03-17","ENE5GY"
"55157","2012-03-17","LAM3938"
"55158","2012-03-17","3BAYARD"
"55159","2012-03-17","LIDUCKS"
"55160","2012-03-17","LK1814"
"55161","2012-03-17","4PRIMAS"
"55162","2012-03-17","4THELOLZ"
"55163","2012-03-17","LUANN"
"55164","2012-03-17","LUCKYTGR"
"55165","2012-03-17","LUV2ROPE"
"55166","2012-03-17","6G103"
"55167","2012-03-17","66CHOSEN"
"55168","2012-03-17","MEDUCATE"
"55169","2012-03-17","MEDULLA3"
"55170","2012-03-17","82KP61"
"55171","2012-03-17","MILKIT"
"55172","2012-03-17","MINTZCAR"
"55173","2012-03-17","MORADEL"
"55174","2012-03-17","MSROBIN"
"55175","2012-03-17","MTHREE"
"55176","2012-03-17","MYICANDY"
"55177","2012-03-17","NEWPORT2"
"55178","2012-03-17","NOSOUL"
"55179","2012-03-17","NOWDEAR"
"55180","2012-03-17","NUNUUZB"
"55181","2012-03-17","OLIV1A"
"55182","2012-03-17","ONEHOTSS"
"55183","2012-03-17","OUTENZEE"
"55184","2012-03-17","OUTLAW55"
"55185","2012-03-17","PAINTBAL"
"55186","2012-03-17","PAKNLOAD"
"55187","2012-03-17","PELED01"
"55188","2012-03-17","PELED02"
"55189","2012-03-17","PIESQ"
"55190","2012-03-17","PNDPUP"
"55191","2012-03-17","PROAUTO1"
"55192","2012-03-17","PUSAN2"
"55193","2012-03-17","PVTEYE54"
"55194","2012-03-17","PWRBY4D"
"55195","2012-03-17","RABIOSAA"
"55196","2012-03-17","RAYNE94"
"55197","2012-03-17","REKNOWV8"
"55198","2012-03-17","REUS3"
"55199","2012-03-17","ROADWRK"
"55200","2012-03-17","SAIRAMJI"
"55201","2012-03-17","SAOUZ"
"55202","2012-03-17","SB69GTO"
"55203","2012-03-20","ESTN88"
"55204","2012-03-20","FAATTT"
"55205","2012-03-20","FAFA"
"55206","2012-03-20","FAT2K3"
"55207","2012-03-20","STEQ"
"55208","2012-03-20","FITZY5"
"55209","2012-03-20","BADDAD"
"55210","2012-03-20","BADPAN"
"55211","2012-03-20","BAD1HD"
"55212","2012-03-20","F1L8ME"
"55213","2012-03-20","BERTI"
"55214","2012-03-20","BGDOGG"
"55215","2012-03-20","GRINCH"
"55216","2012-03-20","BOBBYG"
"55217","2012-03-20","BZDWG"
"55218","2012-03-20","HYPER4"
"55219","2012-03-20","IBMC92"
"55220","2012-03-20","COMIC"
"55221","2012-03-20","INK"
"55222","2012-03-20","ITSRED"
"55223","2012-03-20","XXXJR"
"55224","2012-03-20","JETBOY"
"55225","2012-03-20","103SE2"
"55226","2012-03-20","12AA16"
"55227","2012-03-20","KCCO"
"55228","2012-03-20","13EZ64"
"55229","2012-03-20","16FM86"
"55230","2012-03-20","1700CC"
"55231","2012-03-20","KUPER"
"55232","2012-03-20","20BUX"
"55233","2012-03-20","21AB66"
"55234","2012-03-20","LAD51"
"55235","2012-03-20","LEPRKN"
"55236","2012-03-20","38GG11"
"55237","2012-03-20","40FD25"
"55238","2012-03-20","41BSA"
"55239","2012-03-20","41GJ16"
"55240","2012-03-20","42EL48"
"55241","2012-03-20","43GN07"
"55242","2012-03-20","50GM79"
"55243","2012-03-20","LV2RID"
"55244","2012-03-20","63EZ13"
"55245","2012-03-20","666MT2"
"55246","2012-03-20","70FV78"
"55247","2012-03-20","74FX03"
"55248","2012-03-20","79DG40"
"55249","2012-03-20","79FL59"
"55250","2012-03-20","82DS24"
"55251","2012-03-20","88FX60"
"55252","2012-03-20","89DW60"
"55253","2012-03-20","MGG60"
"55254","2012-03-20","92DK69"
"55255","2012-03-20","93BAGR"
"55256","2012-03-20","ORNGE"
"55257","2012-03-20","RAINMN"
"55258","2012-03-20","RONY"
"55259","2012-03-20","SCKHOG"
"55260","2012-03-20","SHKDWN"
"55261","2012-03-20","AF1688"
"55262","2012-03-20","AHEARN"
"55263","2012-03-20","ANNERY"
"55264","2012-03-20","FMNY4"
"55265","2012-03-20","FRANOR"
"55266","2012-03-20","BARSA"
"55267","2012-03-20","GUAPO"
"55268","2012-03-20","GUY57"
"55269","2012-03-20","IDG"
"55270","2012-03-20","XCUZM3"
"55271","2012-03-20","JAFD"
"55272","2012-03-20","DARYLL"
"55273","2012-03-20","DIEGOL"
"55274","2012-03-20","JOE77"
"55275","2012-03-20","1RED1"
"55276","2012-03-20","1064SU"
"55277","2012-03-20","2NL"
"55278","2012-03-20","31GIFT"
"55279","2012-03-20","43STP"
"55280","2012-03-20","MAHZEE"
"55281","2012-03-20","70NAM"
"55282","2012-03-20","MD319"
"55283","2012-03-20","MODSNY"
"55284","2012-03-20","MRLUCK"
"55285","2012-03-20","M3JOR"
"55286","2012-03-20","NAVIG8"
"55287","2012-03-20","NYLPN"
"55288","2012-03-20","OIF4"
"55289","2012-03-20","PERFIT"
"55290","2012-03-20","PRD2BE"
"55291","2012-03-20","RCCI"
"55292","2012-03-20","RUTROE"
"55293","2012-03-20","SIKCOUP3"
"55294","2012-03-20","EUROFEST"
"55295","2012-03-20","EXPHIL"
"55296","2012-03-20","ALCHEMIS"
"55297","2012-03-20","ALNPHOTO"
"55298","2012-03-20","SPINELLI"
"55299","2012-03-20","FCS903"
"55300","2012-03-20","ANNATJK"
"55301","2012-03-20","SS97LT1"
"55302","2012-03-20","STERLNG"
"55303","2012-03-20","FJMHD"
"55304","2012-03-20","FLGATORS"
"55305","2012-03-20","ASHA"
"55306","2012-03-20","ASTORK4U"
"55307","2012-03-20","ST4YAWAY"
"55308","2012-03-20","FNDAPENY"
"55309","2012-03-20","SUNYIT2"
"55310","2012-03-20","SURVYVOR"
"55311","2012-03-20","SUYADANA"
"55312","2012-03-20","BAZICKI4"
"55313","2012-03-20","BCP4LIFE"
"55314","2012-03-20","BELLAK"
"55315","2012-03-20","TFCFARM"
"55316","2012-03-20","THAJESS"
"55317","2012-03-20","THEGIRLS"
"55318","2012-03-20","GNPKNMOM"
"55319","2012-03-20","TIMDOUG2"
"55320","2012-03-20","TINKERBL"
"55321","2012-03-20","GOGONE"
"55322","2012-03-20","BKELLEY"
"55323","2012-03-20","GREGBENZ"
"55324","2012-03-20","GROWPRO"
"55325","2012-03-20","GRYPERCH"
"55326","2012-03-20","BOOBABY"
"55327","2012-03-20","BOVS69SS"
"55328","2012-03-20","BROCCOLI"
"55329","2012-03-20","BRWNTRT"
"55330","2012-03-20","ULUGBEK7"
"55331","2012-03-20","UND3RCVR"
"55332","2012-03-20","BURNS1"
"55333","2012-03-20","URMOMSBF"
"55334","2012-03-20","USAARMY"
"55335","2012-03-20","VAZ1011"
"55336","2012-03-20","CARPELLI"
"55337","2012-03-20","HOMEWORK"
"55338","2012-03-20","HRTNARW"
"55339","2012-03-20","HUNDORT"
"55340","2012-03-20","CHEEKSZ"
"55341","2012-03-20","CHILLAXX"
"55342","2012-03-20","VW8888"
"55343","2012-03-20","CHR1SSIE"
"55344","2012-03-20","WESSIDE"
"55345","2012-03-20","WEWEWEEE"
"55346","2012-03-20","INHOTH20"
"55347","2012-03-20","WORC212"
"55348","2012-03-20","ISADOC"
"55349","2012-03-20","ITSNTSLO"
"55350","2012-03-20","XAVIER4"
"55351","2012-03-20","IZZYROX2"
"55352","2012-03-20","JASWINS"
"55353","2012-03-20","JCX"
"55354","2012-03-20","YJJPGIRL"
"55355","2012-03-20","YOSOFINE"
"55356","2012-03-20","YS92"
"55357","2012-03-20","DEBPHIL"
"55358","2012-03-20","ZAVEE"
"55359","2012-03-20","DEMITRI"
"55360","2012-03-20","ZIGI"
"55361","2012-03-20","ZTWENTY8"
"55362","2012-03-20","JND3000"
"55363","2012-03-20","1KATHY"
"55364","2012-03-20","JTSBMR"
"55365","2012-03-20","DRBEST"
"55366","2012-03-20","1959EJG"
"55367","2012-03-20","1969RS"
"55368","2012-03-20","ELIJOI"
"55369","2012-03-20","KNICKERS"
"55370","2012-03-20","KPD196"
"55371","2012-03-20","KRTNKRS2"
"55372","2012-03-20","LABCOUP"
"55373","2012-03-20","LAJASPR"
"55374","2012-03-20","300ZX84"
"55375","2012-03-20","LISASBMW"
"55376","2012-03-20","LITLWOOD"
"55377","2012-03-20","LNDROKET"
"55378","2012-03-20","4UTURES"
"55379","2012-03-20","420LOL"
"55380","2012-03-20","LUVCRUZ"
"55381","2012-03-20","LUVURK"
"55382","2012-03-20","LUV2TCH"
"55383","2012-03-20","L88VETTE"
"55384","2012-03-20","MADMAX1"
"55385","2012-03-20","69MERLOT"
"55386","2012-03-20","70CAMZ28"
"55387","2012-03-20","MBRVC80"
"55388","2012-03-20","MCFLYIN"
"55389","2012-03-20","MGA58"
"55390","2012-03-20","9EMTP"
"55391","2012-03-20","MIDYR"
"55392","2012-03-20","930EURO"
"55393","2012-03-20","MILLFALC"
"55394","2012-03-20","MINI60"
"55395","2012-03-20","MRNJOKU"
"55396","2012-03-20","MSUMELIS"
"55397","2012-03-20","MTISS"
"55398","2012-03-20","MVPCTSV"
"55399","2012-03-20","NAC15"
"55400","2012-03-20","NCPD47"
"55401","2012-03-20","NEGRA55"
"55402","2012-03-20","NERVIS2"
"55403","2012-03-20","NOWONDER"
"55404","2012-03-20","NSRYEVL"
"55405","2012-03-20","OAKR8DRS"
"55406","2012-03-20","ONEEACH"
"55407","2012-03-20","OSOPINK"
"55408","2012-03-20","PAIDBYOT"
"55409","2012-03-20","PIO"
"55410","2012-03-20","RAYII"
"55411","2012-03-20","RDRD38"
"55412","2012-03-20","RJD17"
"55413","2012-03-20","RKMF8520"
"55414","2012-03-20","RUCOOL"
"55415","2012-03-20","R67PONY"
"55416","2012-03-20","SCOUTDAD"
"55417","2012-03-20","SELLNNY"
"55418","2012-03-20","VAJJ"
"55419","2012-03-20","KERBY"
"55420","2012-03-21","FFG38"
"55421","2012-03-21","SUSHE"
"55422","2012-03-21","FXR86"
"55423","2012-03-21","TESSA1"
"55424","2012-03-21","BROJR"
"55425","2012-03-21","HAYTPD"
"55426","2012-03-21","URSOFT"
"55427","2012-03-21","BXCUZ"
"55428","2012-03-21","B1RDIE"
"55429","2012-03-21","W2TVY"
"55430","2012-03-21","IW417"
"55431","2012-03-21","YONKAS"
"55432","2012-03-21","DEEV8"
"55433","2012-03-21","DGNFLY"
"55434","2012-03-21","DUBWUB"
"55435","2012-03-21","DURTY"
"55436","2012-03-21","14GS08"
"55437","2012-03-21","24EA86"
"55438","2012-03-21","24GH07"
"55439","2012-03-21","4DEBI"
"55440","2012-03-21","40DU08"
"55441","2012-03-21","42GR23"
"55442","2012-03-21","65DC08"
"55443","2012-03-21","666MT1"
"55444","2012-03-21","MAQUA2"
"55445","2012-03-21","71DP39"
"55446","2012-03-21","71DZ98"
"55447","2012-03-21","78FF79"
"55448","2012-03-21","79DT51"
"55449","2012-03-21","79DT52"
"55450","2012-03-21","79GT92"
"55451","2012-03-21","85FV50"
"55452","2012-03-21","90EF48"
"55453","2012-03-21","90EF49"
"55454","2012-03-21","93FZ45"
"55455","2012-03-21","98DC57"
"55456","2012-03-21","MRBMW"
"55457","2012-03-21","NOJKRS"
"55458","2012-03-21","OHLEG"
"55459","2012-03-21","PRAHA"
"55460","2012-03-21","RATFAT"
"55461","2012-03-21","RUTSUP"
"55462","2012-03-21","SAAVED"
"55463","2012-03-21","SAM48"
"55464","2012-03-21","EVETTE"
"55465","2012-03-21","SMP867"
"55466","2012-03-21","FFFFFF"
"55467","2012-03-21","TONZY"
"55468","2012-03-21","GW8"
"55469","2012-03-21","CAR4K8"
"55470","2012-03-21","III7"
"55471","2012-03-21","JAIS4"
"55472","2012-03-21","XYZ123"
"55473","2012-03-21","JGF"
"55474","2012-03-21","ZAZA"
"55475","2012-03-21","DMAC2"
"55476","2012-03-21","KEYMAN"
"55477","2012-03-21","1956MM"
"55478","2012-03-21","KMBA"
"55479","2012-03-21","337NYG"
"55480","2012-03-21","LIVNLG"
"55481","2012-03-21","7SEEZ"
"55482","2012-03-21","RANGRS"
"55483","2012-03-21","RIVERJ"
"55484","2012-03-21","RVG1"
"55485","2012-03-21","SFOX2"
"55486","2012-03-21","ABOSALEH"
"55487","2012-03-21","SKYFIV84"
"55488","2012-03-21","SKYLOOM"
"55489","2012-03-21","AIVENGO"
"55490","2012-03-21","SME1"
"55491","2012-03-21","SOVNYC"
"55492","2012-03-21","SOYUNIKA"
"55493","2012-03-21","SPANKY2"
"55494","2012-03-21","SPRINTV8"
"55495","2012-03-21","SQURRL2"
"55496","2012-03-21","STELLA37"
"55497","2012-03-21","ATSET2"
"55498","2012-03-21","SUNDAEZZ"
"55499","2012-03-21","SUPES"
"55500","2012-03-21","BAILEZ"
"55501","2012-03-21","GALLARD0"
"55502","2012-03-21","GASEATR"
"55503","2012-03-21","BAZZAT"
"55504","2012-03-21","BA63SS"
"55505","2012-03-21","BEACHBM"
"55506","2012-03-21","BEBO18"
"55507","2012-03-21","BEEMETTE"
"55508","2012-03-21","TERPFAN"
"55509","2012-03-21","BENANDY"
"55510","2012-03-21","GIAH"
"55511","2012-03-21","GIDTEEUP"
"55512","2012-03-21","GJAKOVE"
"55513","2012-03-21","BLESS1NG"
"55514","2012-03-21","GRBME"
"55515","2012-03-21","GRETTAA"
"55516","2012-03-21","TPLSBENZ"
"55517","2012-03-21","BOBKA"
"55518","2012-03-21","BOGMAN32"
"55519","2012-03-21","BOZ4"
"55520","2012-03-21","TWNADO"
"55521","2012-03-21","HAH4HA"
"55522","2012-03-21","USMM"
"55523","2012-03-21","USN4PAWS"
"55524","2012-03-21","CAB102"
"55525","2012-03-21","CADOO95"
"55526","2012-03-21","CAD1940"
"55527","2012-03-21","HILTON1"
"55528","2012-03-21","U2EIRE"
"55529","2012-03-21","VABHV"
"55530","2012-03-21","CAPTJK"
"55531","2012-03-21","VBL887"
"55532","2012-03-21","HOOSTER"
"55533","2012-03-21","VG179"
"55534","2012-03-21","VG268"
"55535","2012-03-21","HOTNONA"
"55536","2012-03-21","VG54"
"55537","2012-03-21","VIPERBOB"
"55538","2012-03-21","HSEBUY"
"55539","2012-03-21","CHILLAX"
"55540","2012-03-21","IAMSLOW"
"55541","2012-03-21","IAMWEE"
"55542","2012-03-21","ICE2"
"55543","2012-03-21","ICE3"
"55544","2012-03-21","WANGJA"
"55545","2012-03-21","IMKITT"
"55546","2012-03-21","IMNANGEL"
"55547","2012-03-21","COLTLUCK"
"55548","2012-03-21","INSTAL4U"
"55549","2012-03-21","INVEST2"
"55550","2012-03-21","WOLF420"
"55551","2012-03-21","WWBBJB"
"55552","2012-03-21","CW4USAR"
"55553","2012-03-21","DADS1976"
"55554","2012-03-21","DANIMAX"
"55555","2012-03-21","JBM2"
"55556","2012-03-21","DDANY"
"55557","2012-03-21","YYK1689"
"55558","2012-03-21","JJMAJ"
"55559","2012-03-21","DION50"
"55560","2012-03-21","04LUVBUG"
"55561","2012-03-21","1AGUILA"
"55562","2012-03-21","JSAUTO"
"55563","2012-03-21","DOULA4U"
"55564","2012-03-21","JUSTICE"
"55565","2012-03-21","DRVFAST"
"55566","2012-03-21","100YRS05"
"55567","2012-03-21","EDSELNY"
"55568","2012-03-21","KSK1424"
"55569","2012-03-21","KUBLY99"
"55570","2012-03-21","2112YYZ"
"55571","2012-03-21","LEXYNI"
"55572","2012-03-21","33ANDOUT"
"55573","2012-03-21","LIN1988"
"55574","2012-03-21","4DSC"
"55575","2012-03-21","LIVNIT"
"55576","2012-03-21","4GARLIC"
"55577","2012-03-21","LMF1"
"55578","2012-03-21","LOLGTR"
"55579","2012-03-21","4THEDAD"
"55580","2012-03-21","6TY6"
"55581","2012-03-21","MAINDIVA"
"55582","2012-03-21","70LEMANS"
"55583","2012-03-21","79FORD"
"55584","2012-03-21","9VETTE9"
"55585","2012-03-21","MIARAUL"
"55586","2012-03-21","MIKEL1"
"55587","2012-03-21","MIKEL2"
"55588","2012-03-21","944PILOT"
"55589","2012-03-21","99MOPAR"
"55590","2012-03-21","MISSUSIS"
"55591","2012-03-21","MRSMESS1"
"55592","2012-03-21","MSFANCI"
"55593","2012-03-21","MTRCPTS2"
"55594","2012-03-21","MYBAYBEE"
"55595","2012-03-21","MYNOTCH"
"55596","2012-03-21","NAUGHTY"
