,date,plate,outcome
115298,2014-04-02,ICI3,accepted
107012,2013-12-04,4T9,accepted
4379,2010-11-11,BADDGOAT,accepted
128461,2014-08-16,IRNWHR,accepted
124630,2014-07-03,STAYGIGN,accepted
38794,2011-09-16,69XBSA,accepted
41433,2011-10-14,4GT,accepted
121603,2014-06-03,4LB5XA,accepted
68275,2012-07-21,MMAZ,accepted
74140,2012-10-05,WARFARE3,accepted
94032,2013-06-15,POPMOJO,accepted
43696,2011-11-11,319SVC,accepted
33454,2011-07-22,MCG111,accepted
19513,2011-04-02,NOK,accepted
106935,2013-12-03,NICKSGT,accepted
88509,2013-04-18,784SPD,accepted
16086,2011-03-16,WEDLIVER,accepted
66188,2012-06-28,RDLEG,accepted
122768,2014-06-13,BGF,accepted
58203,2012-04-11,26PT02,accepted
107328,2013-12-10,MIMA,accepted
94832,2013-06-25,MAZ24,accepted
116142,2014-04-09,NANUET76,accepted
109349,2014-01-18,STL2LOW,accepted
9968,2011-01-21,BASIT14,accepted
102216,2013-09-25,GONEDARK,accepted
85224,2013-03-19,FSTNLOUD,accepted
29967,2011-06-17,ROOK79,accepted
64571,2012-06-09,349KUKA,accepted
83674,2013-03-05,FLTR06,accepted
1521,2010-10-15,MYG,accepted
101101,2013-09-11,2CWBYZ,accepted
24481,2011-05-04,17GV40,accepted
34036,2011-07-29,BITOS,accepted
89793,2013-05-01,70E10COS,accepted
23677,2011-04-28,WIKDHEMI,accepted
94445,2013-06-21,AJD91,accepted
27722,2011-05-28,CAROL10,accepted
85837,2013-03-26,FLY9,accepted
129606,2014-08-28,SHAH5,accepted
126926,2014-07-30,TOMEK,accepted
116381,2014-04-11,COT10,accepted
37411,2011-08-30,RNRDIE,accepted
78326,2012-12-12,EDUARDRN,accepted
75510,2012-10-24,BADNUZ,accepted
60984,2012-05-04,REUS5,accepted
9143,2011-01-11,BISHOPL,accepted
67450,2012-07-13,2EMILY,accepted
116163,2014-04-09,635CSI,accepted
44111,2011-11-17,EMIII,accepted
128066,2014-08-12,Z985,accepted
104737,2013-10-30,IAPOGO,accepted
38598,2011-09-13,84DREAM,accepted
70747,2012-08-21,PAS347,accepted
115983,2014-04-08,MISRA,accepted
90692,2013-05-09,SHOCASE,accepted
30781,2011-06-25,BONJOEVI,accepted
108471,2014-01-01,KETZELEH,accepted
10167,2011-01-22,RAGE01,accepted
76349,2012-11-10,DIVERDON,accepted
64842,2012-06-13,427GTA,accepted
106447,2013-11-23,KPCEMSN,accepted
48035,2012-01-10,BAJAN64,accepted
36635,2011-08-20,MEDICX,accepted
93940,2013-06-15,ALBOT,accepted
43042,2011-11-03,KGOTZ,accepted
103404,2013-10-10,DONS3,accepted
26126,2011-05-17,BADBOY5,accepted
116034,2014-04-09,LOL1FE,accepted
4662,2010-11-16,AAALIST,accepted
76630,2012-11-16,14,accepted
93682,2013-06-12,19TBRD57,accepted
118115,2014-04-26,IDIESEL,accepted
118634,2014-05-01,SHELBGT5,accepted
83297,2013-02-27,1750GTV,accepted
23844,2011-04-29,FFEMTP,accepted
112024,2014-03-01,MYTEEAG,accepted
18985,2011-03-31,NUBBY2,accepted
37766,2011-09-02,VTHAMM,accepted
94438,2013-06-21,02BUSA,accepted
19925,2011-04-05,MTKSUN,accepted
16284,2011-03-17,KTPT,accepted
42019,2011-10-21,DAN151,accepted
72899,2012-09-20,ABLKTIE,accepted
68642,2012-07-27,399BCR,accepted
98901,2013-08-14,FAYSAL,accepted
105690,2013-11-13,9WUNWUN,accepted
78074,2012-12-08,GUSHY,accepted
20078,2011-04-06,BKSNBRDS,accepted
65222,2012-06-19,TEAMPJ,accepted
96087,2013-07-10,12SOUTH,accepted
108514,2014-01-03,FARUQUI,accepted
28005,2011-06-01,NYLFAM,accepted
128594,2014-08-16,SCE2AUX,accepted
105532,2013-11-09,4SEABEE,accepted
14075,2011-03-05,AJGESQ,accepted
5325,2010-11-23,JSTBLVE,accepted
116093,2014-04-09,BRZLOL,accepted
127710,2014-08-07,PROUSA,accepted
23265,2011-04-26,VINNYD,accepted
27864,2011-05-30,JSTDOIT,accepted
87036,2013-04-05,ONUR6,accepted
127680,2014-08-07,XSPIDEYX,accepted
3891,2010-11-05,SHBOOM1,accepted
44325,2011-11-19,DRVFAR,accepted
130387,2014-09-06,LSW20,accepted
36362,2011-08-18,PHYL,accepted
64704,2012-06-12,CRERJR,accepted
22023,2011-04-16,91JAGUAR,accepted
53953,2012-03-10,FIIRE,accepted
62656,2012-05-19,605HPM5,accepted
38582,2011-09-13,LAREDOX,accepted
48227,2012-01-11,LOVAPUP,accepted
75585,2012-10-26,2012EG,accepted
93516,2013-06-11,TRYIT,accepted
56392,2012-03-27,62TBIRDM,accepted
62730,2012-05-22,DITTY,accepted
72557,2012-09-14,OMARAMIR,accepted
72515,2012-09-14,CJT90,accepted
62294,2012-05-17,CVFDC1,accepted
107875,2013-12-19,CNISBLVN,accepted
127804,2014-08-08,1HUGE1,accepted
55504,2012-03-21,BA63SS,accepted
90886,2013-05-11,BLKTONKA,accepted
118731,2014-05-02,DSNTMTTR,accepted
74203,2012-10-06,PV51,accepted
43860,2011-11-15,ALLTERRA,accepted
4933,2010-11-18,RAFIN,accepted
55293,2012-03-20,SIKCOUP3,accepted
11735,2011-02-11,BSA40,accepted
752,2010-10-07,IAMHUGE,accepted
14476,2011-03-08,VINCDIVA,accepted
102870,2013-10-04,SKYTEC,accepted
4000,2010-11-06,D3DRUMR,accepted
121976,2014-06-06,PIRH42,accepted
42015,2011-10-21,JANNP,accepted
45322,2011-12-03,BIGANT2U,accepted
38889,2011-09-16,EAGLES2,accepted
97636,2013-07-30,SPYDAA,accepted
92514,2013-05-30,RTC888,accepted
32704,2011-07-15,ELITE335,accepted
36968,2011-08-24,JVB,accepted
92576,2013-05-30,REA6,accepted
21311,2011-04-13,INDABOOT,accepted
118539,2014-05-01,PAP1,accepted
4855,2010-11-17,WHSPERS,accepted
91087,2013-05-14,DOCPIPE,accepted
71961,2012-09-07,PSF99,accepted
50802,2012-02-09,DEJ4VU,accepted
35350,2011-08-09,REDTSAR,accepted
66255,2012-06-29,USAF41,accepted
86707,2013-04-02,KSTVG,accepted
91383,2013-05-17,FOX83,accepted
26466,2011-05-18,RFEJR,accepted
32288,2011-07-12,1ELIZA,accepted
10955,2011-02-02,JAV72AMX,accepted
37900,2011-09-03,CARUBRO,accepted
59240,2012-04-20,SVSVS2,accepted
16464,2011-03-18,KRANKY,accepted
44564,2011-11-23,CRS18,accepted
68246,2012-07-21,86FH,accepted
85156,2013-03-19,2DINGO,accepted
128960,2014-08-21,PAPPY,accepted
47637,2012-01-04,HAMLETB,accepted
34454,2011-08-02,DISEEYOR,accepted
106144,2013-11-20,KENNYFH,accepted
30189,2011-06-21,FAMILLE,accepted
98156,2013-08-06,DMB41,accepted
122934,2014-06-14,IGLOO3,accepted
76329,2012-11-10,SONINLW2,accepted
113988,2014-03-21,DLUX2,accepted
94057,2013-06-18,1RHINO,accepted
24802,2011-05-06,89GS03,accepted
42257,2011-10-25,AIRAAVAT,accepted
70862,2012-08-23,ESQ48,accepted
53133,2012-03-02,SHAMUS,accepted
125170,2014-07-10,WJMETS,accepted
90183,2013-05-04,YETIMOM,accepted
52747,2012-02-28,87QUIETO,accepted
9956,2011-01-21,SNGITAGN,accepted
20069,2011-04-06,BCEAGLE,accepted
40434,2011-10-04,BE1989,accepted
75073,2012-10-19,UNCL,accepted
113763,2014-03-19,TAC209,accepted
96924,2013-07-20,STXVI,accepted
41209,2011-10-12,MVAEMT,accepted
30277,2011-06-21,2GRTSONS,accepted
24626,2011-05-05,JDIDDY,accepted
121822,2014-06-04,10CA,accepted
40667,2011-10-06,BOBAMOBL,accepted
110559,2014-02-08,HEYYYNOW,accepted
103329,2013-10-09,LF822012,accepted
115703,2014-04-05,B345T,accepted
69217,2012-08-03,NYCDET,accepted
80278,2013-01-15,TSUNAMI,accepted
91581,2013-05-18,07LIME,accepted
96845,2013-07-19,ALLWOOD,accepted
119235,2014-05-07,PURRFKT,accepted
62125,2012-05-15,RFD317,accepted
11846,2011-02-12,KLW93,accepted
46128,2011-12-13,XROMEX,accepted
101254,2013-09-13,DAC421,accepted
118169,2014-04-26,MUDCLIMB,accepted
60672,2012-05-02,LYDBMR,accepted
9498,2011-01-14,1SG944,accepted
116265,2014-04-10,3LIONS,accepted
10772,2011-02-01,GREYTGRL,accepted
38796,2011-09-16,AM1,accepted
122034,2014-06-06,BUCK8,accepted
81049,2013-01-26,LDITRIDE,accepted
60761,2012-05-03,BOBMOHR,accepted
43908,2011-11-15,JJAG,accepted
27204,2011-05-25,RUDA,accepted
81245,2013-01-30,KATWALK,accepted
11406,2011-02-08,BVBFAN,accepted
86348,2013-03-29,CONTENTD,accepted
79404,2013-01-01,NYXLVIII,accepted
54077,2012-03-10,GRAMMY,accepted
114304,2014-03-25,15AB76,accepted
60561,2012-05-01,OURTIME,accepted
54775,2012-03-15,MOSES67,accepted
13869,2011-03-04,WHTCHOC,accepted
96249,2013-07-12,KD5ECB,accepted
28740,2011-06-08,OIF3,accepted
14500,2011-03-08,JANGSEM,accepted
30333,2011-06-21,RELNTLES,accepted
31914,2011-07-08,DAMFS,accepted
83845,2013-03-06,ARGAO,accepted
95353,2013-07-02,TD1224,accepted
82919,2013-02-22,LDRBMK,accepted
44287,2011-11-19,THEFLEX,accepted
55857,2012-03-23,ZDS3X,accepted
105131,2013-11-05,KDS2368,accepted
10553,2011-01-28,CONBRIO,accepted
129238,2014-08-26,SHOSKI,accepted
47706,2012-01-05,EVA,accepted
129593,2014-08-28,MYCNOLI,accepted
30994,2011-06-28,2STREEYS,accepted
74414,2012-10-10,FBC11,accepted
43780,2011-11-11,MRPIZZA2,accepted
117466,2014-04-22,FPSMD2,accepted
56486,2012-03-28,SATCOM,accepted
122953,2014-06-14,JULI100,accepted
71285,2012-08-29,SOXS04,accepted
38377,2011-09-10,LBPSU,accepted
3868,2010-11-05,MUTEL,accepted
96904,2013-07-19,MUAAHAHA,accepted
112425,2014-03-06,NYR1984,accepted
32660,2011-07-15,HAL144,accepted
26275,2011-05-17,RG1,accepted
97405,2013-07-25,NY2013SS,accepted
113404,2014-03-15,TNTOURS,accepted
131430,2014-09-19,NEWMONEY,accepted
47251,2011-12-29,JJF40,accepted
19604,2011-04-02,ZZZZZZOM,accepted
103385,2013-10-10,GEHRIG1,accepted
13504,2011-03-01,SHRTBUS,accepted
67028,2012-07-07,MOMNTT,accepted
82532,2013-02-16,PUREVOL,accepted
4745,2010-11-16,5JSC,accepted
42375,2011-10-26,TRIMOM,accepted
91127,2013-05-14,NUKETEK,accepted
96970,2013-07-20,TUTODEP,accepted
106841,2013-12-03,WP7172,accepted
75907,2012-11-01,WITCH52,accepted
28620,2011-06-07,CPWRD,accepted
121430,2014-05-31,LULU81,accepted
16337,2011-03-17,BSBN1931,accepted
99064,2013-08-15,H2PARKER,accepted
102909,2013-10-04,BK21,accepted
30641,2011-06-24,BIGR3D,accepted
60808,2012-05-03,LALA421,accepted
2486,2010-10-22,RS997,accepted
119940,2014-05-15,YK4EVA,accepted
15253,2011-03-11,PELLAPCC,accepted
12329,2011-02-17,BRNADBT,accepted
62474,2012-05-18,W8TN4SNO,accepted
24195,2011-04-30,MCCALLS,accepted
45820,2011-12-09,BIGDDY,accepted
84698,2013-03-14,44GJ83,accepted
24367,2011-05-03,UPSTATE3,accepted
112098,2014-03-04,TAC681,accepted
112781,2014-03-11,AYAPPA,accepted
33615,2011-07-23,ATM861,accepted
73954,2012-10-03,LUVUYAZ,accepted
100524,2013-09-04,MAFROVR,accepted
57747,2012-04-06,4POINTO,accepted
48683,2012-01-16,OURMULE,accepted
4220,2010-11-10,4UWIFY,accepted
52471,2012-02-25,SHWTME24,accepted
103814,2013-10-17,KG4GLR,accepted
18417,2011-03-29,QWAACK,accepted
34325,2011-07-30,RANMLHSE,accepted
63325,2012-05-26,1BAD12,accepted
92297,2013-05-25,PDD2506,accepted
21173,2011-04-12,LISA17,accepted
36066,2011-08-16,LUNEE2NZ,accepted
18898,2011-03-31,1MAV,accepted
9183,2011-01-11,KIRANI,accepted
59084,2012-04-19,DBT181,accepted
84047,2013-03-07,2EVOLV,accepted
72377,2012-09-13,JAYBOY,accepted
32835,2011-07-16,CONGERS,accepted
62455,2012-05-18,BROWNELL,accepted
2559,2010-10-23,WILDRATT,accepted
27904,2011-06-01,SO3URO,accepted
106784,2013-11-30,XHAFERAJ,accepted
53513,2012-03-07,LONLY1,accepted
17138,2011-03-22,HOOVER69,accepted
65543,2012-06-21,HEINOUS,accepted
13535,2011-03-02,TALK2ME1,accepted
120074,2014-05-16,FJNCG,accepted
65795,2012-06-23,XEFX,accepted
91818,2013-05-22,ABN501,accepted
56467,2012-03-28,SSWAG,accepted
18335,2011-03-29,28EN69,accepted
76429,2012-11-14,STALCO2,accepted
12051,2011-02-15,GAROB,accepted
112765,2014-03-11,87DU35,accepted
128137,2014-08-13,USS765,accepted
99941,2013-08-27,PIPITS,accepted
96721,2013-07-17,QHEFF,accepted
34742,2011-08-04,WEDDING,accepted
17192,2011-03-22,392SRT8,accepted
32759,2011-07-15,64MLBU,accepted
1334,2010-10-13,LEFORT2,accepted
12765,2011-02-23,94THG,accepted
41459,2011-10-14,SALSA4U,accepted
131895,2014-09-26,SMILEE,accepted
64266,2012-06-07,YAWANNA,accepted
121102,2014-05-26,OHANAIS,accepted
52379,2012-02-24,BZ57,accepted
86921,2013-04-04,AAH1952,accepted
2909,2010-10-27,COMM228,accepted
53907,2012-03-09,1WIFEE,accepted
38667,2011-09-14,FOODIMP,accepted
70301,2012-08-16,90ZGOA,accepted
101677,2013-09-18,CJEQUIP1,accepted
290,2010-10-02,RBL65,accepted
85825,2013-03-23,SMFI,accepted
70514,2012-08-18,NANA98,accepted
120238,2014-05-17,HORSFTRS,accepted
83289,2013-02-27,CUTIEPIE,accepted
56800,2012-03-30,SUBAWHOO,accepted
71579,2012-09-01,ILYGG,accepted
28091,2011-06-02,IIPHBET,accepted
96580,2013-07-16,60FC170,accepted
21322,2011-04-13,DGX,accepted
68562,2012-07-26,HONKER,accepted
2120,2010-10-20,CFD1,accepted
99777,2013-08-23,REPTAR,accepted
79140,2012-12-27,BESIKT4S,accepted
110813,2014-02-13,YELOFISH,accepted
117425,2014-04-22,1P71,accepted
3643,2010-11-03,NHL716,accepted
115528,2014-04-04,SUPRMAAN,accepted
34545,2011-08-02,SALSAON2,accepted
18282,2011-03-29,BREEZ,accepted
90362,2013-05-07,38TURBO,accepted
111617,2014-02-26,USHER,accepted
87303,2013-04-06,KIOSCITY,accepted
98280,2013-08-07,JCS126,accepted
34157,2011-07-30,JSLGV7,accepted
5236,2010-11-20,HRNYC411,accepted
59478,2012-04-21,CULATER5,accepted
70509,2012-08-18,1NOTCH,accepted
6525,2010-12-08,ARPGMP,accepted
37401,2011-08-30,JINJAR,accepted
50904,2012-02-09,12KALP4L,accepted
39691,2011-09-24,LILBITK,accepted
113151,2014-03-13,CHIKYBUG,accepted
82878,2013-02-22,FASTEDDY,accepted
97425,2013-07-26,BELFRY,accepted
99143,2013-08-16,MRLOY,accepted
79316,2013-01-01,MOJO86,accepted
77431,2012-11-30,KAHYOOT,accepted
49155,2012-01-24,STICKLES,accepted
115557,2014-04-04,INFINITI,accepted
98737,2013-08-13,88FXST,accepted
77358,2012-11-29,8WOODY8,accepted
113296,2014-03-14,NANUET04,accepted
40784,2011-10-07,SPINGRL,accepted
39252,2011-09-21,DCJGMR,accepted
107115,2013-12-06,NSPYR,accepted
5133,2010-11-20,3CLO,accepted
14509,2011-03-08,0007FLR,accepted
99537,2013-08-21,ATLASJJ,accepted
98931,2013-08-14,AYAANA,accepted
12158,2011-02-15,5TIME,accepted
76467,2012-11-14,5266S,accepted
94160,2013-06-18,KVSTOY,accepted
4641,2010-11-16,MTRHME,accepted
54034,2012-03-10,MANJUS,accepted
61181,2012-05-08,SINRRR,accepted
99513,2013-08-21,COWDVM,accepted
90707,2013-05-10,TAHIR2,accepted
46518,2011-12-17,JTM,accepted
114692,2014-03-27,NYJUR2,accepted
89686,2013-04-30,REV22,accepted
74698,2012-10-13,ACUNEEDL,accepted
89656,2013-04-30,MARIAM13,accepted
126117,2014-07-19,W4ITWHAT,accepted
64114,2012-06-06,HOCKY24,accepted
116321,2014-04-11,LISASU,accepted
115041,2014-04-01,SUPURB,accepted
102759,2013-10-02,NYRAPTOR,accepted
49502,2012-01-27,LACEY928,accepted
11050,2011-02-03,DOOWOP,accepted
93687,2013-06-12,2TONE1,accepted
112131,2014-03-04,CONTRERA,accepted
120970,2014-05-24,KC13,accepted
48100,2012-01-10,8GVP,accepted
52830,2012-02-29,BW1980,accepted
105421,2013-11-08,SHEASBUS,accepted
81997,2013-02-09,CBADGIRL,accepted
75398,2012-10-23,OHAPYDAI,accepted
53069,2012-03-02,BLUEDANE,accepted
73791,2012-10-02,SAS46,accepted
85797,2013-03-23,MOVEON,accepted
106203,2013-11-21,AM54,accepted
36036,2011-08-16,DI5BROWS,accepted
17194,2011-03-22,4FT1OIN,accepted
52034,2012-02-20,DRDLYL,accepted
113461,2014-03-15,LUVDLUX2,accepted
12905,2011-02-24,BARROWS2,accepted
73635,2012-09-28,REV2213,accepted
103778,2013-10-16,LFTNDSGN,accepted
19087,2011-03-31,JONANGEL,accepted
76393,2012-11-10,KOBALT,accepted
20382,2011-04-07,RISOTTO,accepted
49902,2012-02-01,MRMEJ,accepted
6255,2010-12-04,HARPKING,accepted
14071,2011-03-05,EXP626PA,accepted
59793,2012-04-25,KWV2,accepted
57767,2012-04-06,POPSMKE,accepted
120151,2014-05-16,RJCZ28,accepted
10011,2011-01-21,LAKEVU79,accepted
116528,2014-04-12,TLW731,accepted
89469,2013-04-27,PDQSILVR,accepted
71119,2012-08-25,MBA200,accepted
95936,2013-07-09,USA711,accepted
45449,2011-12-06,GEN984,accepted
64682,2012-06-12,TED4EVA,accepted
34456,2011-08-02,1ILVES,accepted
39383,2011-09-22,SLUSTAT,accepted
126756,2014-07-26,TRLRSALR,accepted
6218,2010-12-04,SGTG77,accepted
95687,2013-07-04,ITOY,accepted
75636,2012-10-26,DUKIES,accepted
100427,2013-09-02,SPLMJC,accepted
87593,2013-04-10,GOCARTER,accepted
48274,2012-01-12,ANGELGT,accepted
81759,2013-02-07,FRCRECON,accepted
97384,2013-07-25,KRONS28,accepted
112163,2014-03-04,KHAN24,accepted
6441,2010-12-07,4G8ABOUT,accepted
71237,2012-08-28,PARTPLAN,accepted
85743,2013-03-23,CAPCRN1,accepted
113557,2014-03-18,ALPHA,accepted
129566,2014-08-28,VWHITE,accepted
121462,2014-05-31,SUNNSHYN,accepted
32150,2011-07-09,MASLP,accepted
2959,2010-10-27,3JBM,accepted
21037,2011-04-12,BIGGAH,accepted
71750,2012-09-03,NILDILA,accepted
86971,2013-04-04,JUSTIS,accepted
96620,2013-07-17,YANGEL,accepted
92102,2013-05-24,ESQWIRED,accepted
92285,2013-05-25,MJL2,accepted
77204,2012-11-27,MANPA,accepted
66136,2012-06-27,NOMOPAIN,accepted
56601,2012-03-29,BANZI,accepted
101578,2013-09-17,DWINS,accepted
81698,2013-02-06,MHPS,accepted
122039,2014-06-06,VOILA,accepted
118227,2014-04-29,R3DNEK,accepted
43136,2011-11-04,SIKSRT8,accepted
10564,2011-01-28,1BPDK9,accepted
18982,2011-03-31,NODEST,accepted
79641,2013-01-05,TROUTLAK,accepted
42656,2011-10-28,LEXID,accepted
22653,2011-04-21,MHUNGRY,accepted
78688,2012-12-18,7T22K2,accepted
62051,2012-05-15,1COOL82,accepted
75720,2012-10-27,CBG1973,accepted
84639,2013-03-13,DDKISS65,accepted
98232,2013-08-06,LIONHRTD,accepted
93752,2013-06-13,BUWICKED,accepted
107995,2013-12-21,BLKW1DOW,accepted
91533,2013-05-18,STLBLUE,accepted
69713,2012-08-08,MY2BOYZ,accepted
102578,2013-10-01,AQUAEDM,accepted
102324,2013-09-26,3RDLAKE,accepted
130107,2014-09-04,121314ED,accepted
77184,2012-11-27,YANKSGRL,accepted
85551,2013-03-22,FATTY,accepted
49289,2012-01-25,JULANDA2,accepted
82351,2013-02-15,TOCAPE,accepted
15972,2011-03-16,45DP57,accepted
17070,2011-03-22,2NICE,accepted
13078,2011-02-25,WHAWUZAT,accepted
45325,2011-12-03,TOEDRAG,accepted
66077,2012-06-27,TOTODOG,accepted
68563,2012-07-26,VG137,accepted
18974,2011-03-31,92GA80,accepted
3947,2010-11-06,TLA1722,accepted
92343,2013-05-27,GTNYC,accepted
59245,2012-04-20,B1MMR,accepted
95712,2013-07-04,MAMZ4,accepted
121312,2014-05-29,PARAGUAY,accepted
65586,2012-06-21,NOACG123,accepted
102953,2013-10-04,MFAMILIA,accepted
65593,2012-06-21,RLS316,accepted
54700,2012-03-15,APASMINI,accepted
87868,2013-04-12,OJJRV,accepted
122292,2014-06-10,CM6872,accepted
120983,2014-05-24,LOVEXOX,accepted
19717,2011-04-05,BUTAH,accepted
79392,2013-01-01,MCO22,accepted
109203,2014-01-16,BNSMAG,accepted
74559,2012-10-11,69MEANO,accepted
58676,2012-04-14,COLEY80,accepted
67685,2012-07-17,CAMMY1,accepted
67710,2012-07-17,RBK53,accepted
106390,2013-11-23,KHAL3D,accepted
5496,2010-11-25,FCS310,accepted
102981,2013-10-05,AZBAY,accepted
95224,2013-06-29,NFINN,accepted
122278,2014-06-10,PHATZZ,accepted
54747,2012-03-15,KATRNOK,accepted
31736,2011-07-06,2VENOMOS,accepted
111806,2014-02-27,SUJOR,accepted
38434,2011-09-10,DMB2,accepted
49697,2012-01-31,ARROWAY3,accepted
8810,2011-01-06,QUEENSNY,accepted
40373,2011-10-01,OBAMA412,accepted
127136,2014-08-01,BEACH914,accepted
14299,2011-03-08,25GR15,accepted
6102,2010-12-03,NGFS,accepted
69103,2012-08-01,SERNITY,accepted
30268,2011-06-21,KD3TWO,accepted
37170,2011-08-26,BEUTMD,accepted
56742,2012-03-29,SHPAHLIC,accepted
52994,2012-03-01,MEASURE,accepted
7823,2010-12-24,STEUBS,accepted
121108,2014-05-26,XG9999,accepted
106479,2013-11-26,T3CH,accepted
104997,2013-11-02,CJWIFE,accepted
58123,2012-04-10,MARLEN87,accepted
95934,2013-07-09,T2MBL,accepted
36745,2011-08-23,THEYSAY,accepted
45098,2011-12-01,SJP288,accepted
50843,2012-02-09,FELDER40,accepted
85365,2013-03-20,EURO11,accepted
7650,2010-12-22,FTHREE,accepted
93881,2013-06-14,MELIGALA,accepted
42193,2011-10-22,NYC76,accepted
116815,2014-04-16,BOMPO,accepted
24035,2011-04-30,MX723,accepted
46085,2011-12-13,SUNKST,accepted
15437,2011-03-12,SUGRRUSH,accepted
123244,2014-06-18,CWSP02,accepted
56483,2012-03-28,PAULZ,accepted
123677,2014-06-21,RENEE13,accepted
77568,2012-12-01,OUTR8JUS,accepted
18834,2011-03-30,6T5PONY,accepted
57881,2012-04-07,T823,accepted
91529,2013-05-18,SSFIDO,accepted
84374,2013-03-12,12VROD,accepted
51127,2012-02-11,WOFSY1,accepted
35478,2011-08-10,NTGILTE,accepted
29138,2011-06-10,MRCLAUS,accepted
30178,2011-06-21,SCT121,accepted
111267,2014-02-21,GJOSEPH,accepted
20450,2011-04-08,W12,accepted
51310,2012-02-14,JDJDF,accepted
109299,2014-01-17,1P21GWS,accepted
98382,2013-08-08,EG5813,accepted
79208,2012-12-28,WGLENC4,accepted
56578,2012-03-28,ONLY1YR,accepted
57683,2012-04-06,SFCCTF,accepted
90288,2013-05-07,ACLUE,accepted
18789,2011-03-30,WAAWAAAA,accepted
106355,2013-11-22,MACONDO,accepted
44411,2011-11-22,GEEZERSS,accepted
52023,2012-02-20,ISELLWNY,accepted
25051,2011-05-07,CORVET58,accepted
1517,2010-10-15,LOVLEO,accepted
60488,2012-05-01,VCTRIOUS,accepted
36732,2011-08-23,SSS34,accepted
86116,2013-03-27,1HOT73,accepted
105484,2013-11-09,GREGS13,accepted
47120,2011-12-28,TOPSIDE,accepted
71130,2012-08-25,OFFGR1D,accepted
21887,2011-04-16,SSD004,accepted
101174,2013-09-12,ALLBOSS,accepted
39234,2011-09-20,RMRMRNG,accepted
47581,2012-01-02,OVERTAXT,accepted
101369,2013-09-14,90X90Y,accepted
84071,2013-03-07,NOWWEHEA,accepted
25902,2011-05-14,FORTUNE3,accepted
121345,2014-05-30,SGT8A,accepted
11376,2011-02-08,AUTOM8,accepted
23977,2011-04-30,DOGDR,accepted
114953,2014-03-29,YLLE,accepted
57368,2012-04-04,ST824,accepted
61776,2012-05-11,7777SMS,accepted
49407,2012-01-26,LOVAFAIR,accepted
98344,2013-08-07,MUGGY1,accepted
75689,2012-10-27,SLKZOOM,accepted
75213,2012-10-20,CMP7811,accepted
74076,2012-10-04,RD20,accepted
75187,2012-10-20,GARUTZ,accepted
87672,2013-04-11,7LU3MC,accepted
106415,2013-11-23,BLDPPL,accepted
107294,2013-12-07,RAMOS80,accepted
99838,2013-08-24,BLKRT,accepted
55810,2012-03-22,REDCARD,accepted
24189,2011-04-30,LUVUMAMI,accepted
93252,2013-06-07,JOCELINE,accepted
109365,2014-01-18,BLS902,accepted
130669,2014-09-10,OFFCRPLZ,accepted
42796,2011-10-29,NOTNAC,accepted
117420,2014-04-22,CP27,accepted
123182,2014-06-18,4RB,accepted
76207,2012-11-08,ANWAR1,accepted
39724,2011-09-24,ROLI23,accepted
117015,2014-04-17,KBM3,accepted
16133,2011-03-16,8Q68,accepted
65470,2012-06-20,MOTOROLA,accepted
98243,2013-08-06,MSTSALY,accepted
92008,2013-05-23,BUCKSRUS,accepted
61365,2012-05-08,NYCITY,accepted
53092,2012-03-02,Z516SPD,accepted
22163,2011-04-19,SIREGAN,accepted
31342,2011-07-01,VIH0317,accepted
114236,2014-03-22,NANUET20,accepted
88215,2013-04-16,KBAIRD,accepted
17347,2011-03-23,ZW2898,accepted
1,2010-10-02,00DADDY,rejected
2,2010-10-02,3170F400,rejected
3,2010-10-02,RUBMYDUB,rejected
4,2010-10-02,FOX1NYP,rejected
5,2010-10-05,88B8B8,rejected
6,2010-10-06,FQEML8R,rejected
7,2010-10-06,I32I,rejected
8,2010-10-09,TNY1120C,rejected
9,2010-10-11,NOFTCHX,rejected
10,2010-10-11,BAD8SS,rejected
11,2010-10-13,EFFNA,rejected
12,2010-10-14,T4T4T4T4,rejected
13,2010-10-14,081183A,rejected
14,2010-10-14,0SANCHEZ,rejected
15,2010-10-14,R0BINM,rejected
16,2010-10-14,ITZCRACK,rejected
17,2010-10-15,PNKIE,rejected
18,2010-10-15,0NY,rejected
19,2010-10-16,1SET1KLL,rejected
20,2010-10-16,RL670NME,rejected
21,2010-10-16,DL0,rejected
22,2010-10-19,911MM1,rejected
23,2010-10-20,FORDU,rejected
24,2010-10-21,TRUB100D,rejected
25,2010-10-21,50MEBODY,rejected
26,2010-10-21,FNNYER,rejected
27,2010-10-27,S5SS5S5S,rejected
28,2010-10-27,BADAAZ,rejected
29,2010-10-30,DAAAM,rejected
30,2010-11-02,0NE5,rejected
31,2010-11-03,LVMYNUTS,rejected
32,2010-11-04,FNWOW,rejected
33,2010-11-05,FFH00,rejected
34,2010-11-06,BIGFING,rejected
35,2010-11-06,ALFAKYU,rejected
36,2010-11-06,1II1I1,rejected
37,2010-11-09,REALCRAP,rejected
38,2010-11-11,VAS1344,rejected
39,2010-11-13,P0I50N,rejected
40,2010-11-16,PUSYWGN,rejected
41,2010-11-16,BMV2003,rejected
42,2010-11-16,BAD2SS,rejected
43,2010-11-19,55OHP,rejected
44,2010-11-23,2Z2Z2ZZ2,rejected
45,2010-11-23,NYUOI,rejected
46,2010-11-23,PHQTHAT,rejected
